Company,Name Gara,Address,Phone,Province,Brand,Liên kết
Trần Duy Thao,Trần Duy Thao,"Tổ 2, P Nông Tiến, TP Tuyên Quang",869899855,Tuyên Quang,Multibrand,PJICO
Trịnh Kế Công,Trịnh Kế Công,"Tổ 9, P Hưng Thành, TP Tuyên Quang",974354099,Tuyên Quang,Multibrand,PJICO
CÔNG TY CỔ PHẦN DANA,CÔNG TY CỔ PHẦN DANA,56 - Điện Biên Phủ - Đà Nẵng,927777943,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH Ô TÔ THỊNH HƯNG,CÔNG TY TNHH Ô TÔ THỊNH HƯNG,Lô A2 - Nút giao thông Tuyên Sơn - đường 2/9 - Đà Nẵng,1900636854,Đà Nẵng,Multibrand,PJICO
CHI NHÁNH ĐÀ NẮNG XE THƯƠNG MẠI - CTY CP Ô TÔ TRƯỜNG HẢI,CHI NHÁNH ĐÀ NẮNG XE THƯƠNG MẠI - CTY CP Ô TÔ TRƯỜNG HẢI,"Thửa đất số 1, Tờ bản đồ số 85, Quốc lộ 1A, Thôn Quá Giáng 1, Xã Hoà Phước, Huyện Hoà Vang, Đà Nẵng",2363764495,Đà Nẵng,Multibrand,PJICO
CHI NHÁNH ĐÀ NẴNG - CÔNG TY CỔ PHẦN Ô TÔ TRƯỜNG HẢI,CHI NHÁNH ĐÀ NẴNG - CÔNG TY CỔ PHẦN Ô TÔ TRƯỜNG HẢI,"356 Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",2363785555,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH TRƯỜNG HẢI ĐÀ NẴNG,CÔNG TY TNHH TRƯỜNG HẢI ĐÀ NẴNG,"Tổ 14 đường Phạm Văn Đồng, Đà Nẵng",2363785333,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH MTV TOYOTA ĐÀ NẴNG,TOYOTA ĐÀ NẴNG,"69,71 Duy Tân, Phường Hoà Thuận Tây, Quận Hải Châu, Đà Nẵng",2363614011,Đà Nẵng,Toyota,PJICO
CÔNG TY TNHH TOYOTA OKAYANA ĐÀ NẴNG,TOYOTA OKAYANA ĐÀ NẴNG,"Số 9 - đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Tp Đà Nẵng",912848755,Đà Nẵng,Toyota,PJICO
CÔNG TY CỔ PHẦN Ô TÔ VẬN HỘI MỚI,CÔNG TY CỔ PHẦN Ô TÔ VẬN HỘI MỚI,"178 đường 2/9, Phường Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng",2363788888,Đà Nẵng,Multibrand,PJICO
CÔNG TY CỔ PHẦN Ô TÔ SÔNG HÀN,CÔNG TY CỔ PHẦN Ô TÔ SÔNG HÀN,"86 Duy Tân, Phường Hoà Thuận Tây, Quận Hải Châu, Đà Nẵng",2363783555,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH MTV Ô TÔ SƠN TRÀ,HYUNDAI SƠN TRÀ,286 - Phạm Hùng - Cẩm Lệ - Đà Nẵng,2363773555,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH Ô TÔ ĐÀ NẴNG,CÔNG TY TNHH Ô TÔ ĐÀ NẴNG,02 - Nguyễn Hữu Thọ - Hải Châu - Đà Nẵng,2363778555,Đà Nẵng,Multibrand,PJICO
CÔNG TY CỔ PHẦN ĐẦU MÁY - THIẾT BỊ DẦU KHÍ ĐÀ NẴNG,CÔNG TY CỔ PHẦN ĐẦU MÁY - THIẾT BỊ DẦU KHÍ ĐÀ NẴNG,51 - Phan Đăng Lưu - Hải Châu - Đà Nẵng,2363623438,Đà Nẵng,Multibrand,PJICO
CN CTY CP TRUYỀN THÔNG VÀ DỮ LIỆU THANH TOÁN AN DU TẠI ĐÀ NẴNG,CN CTY CP TRUYỀN THÔNG VÀ DỮ LIỆU THANH TOÁN AN DU TẠI ĐÀ NẴNG,113- Nguyễn Hữu Thọ - Đà Nẵng,2363785888,Đà Nẵng,Multibrand,PJICO
CÔNG TY CỔ PHẦN Ô TÔ QUANG PHI HÙNG,CÔNG TY CỔ PHẦN Ô TÔ QUANG PHI HÙNG,"Lô B1, KDC Số 3, đường Nguyễn Hữu Thọ - Đà Nẵng",2363698888,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH CKN Ô TÔ & DVTH KHÁNH HÀ,CÔNG TY TNHH CKN Ô TÔ & DVTH KHÁNH HÀ,74 - Hoàng Văn Thái - Đà Nẵng,2363708191,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH THIÊN PHÚ BÌNH,CÔNG TY TNHH THIÊN PHÚ BÌNH,"202 Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2363708191,Đà Nẵng,Multibrand,PJICO
CÔNG TY TNHH MTV Ô TÔ NAM BÌNH,CÔNG TY TNHH MTV Ô TÔ NAM BÌNH,395 - Nguyễn Tất Thành - Đà Nẵng,2363531686,Đà Nẵng,Multibrand,PJICO
CÔNG TY CP KỸ THUẬT VÀ Ô TÔ TRƯỜNG LONG CN MIỀN TRUNG,CÔNG TY CP KỸ THUẬT VÀ Ô TÔ TRƯỜNG LONG CN MIỀN TRUNG,"QL1A - xã Hòa Châu, huyện Hòa Vang, Tp Đà Nẵng",906720101,Đà Nẵng,Multibrand,PJICO
CÔNG TY CP CÔNG NGHIỆP Ô TÔ THÀNH CÔNG,CÔNG TY CP CÔNG NGHIỆP Ô TÔ THÀNH CÔNG,"742 Nguyễn Văn Linh, Phường Niệm Nghĩa , Lê Chân , Hải Phòng",02.253.780.137,Hải Phòng,Multibrand,PJICO
CÔNG TY CP THƯƠNG MẠI VÀ DỊCH VỤ VIỆT HÙNG,CÔNG TY CP THƯƠNG MẠI VÀ DỊCH VỤ VIỆT HÙNG,"Số 399 Đại lộ Tôn Đức Thắng, An Đồng, An Dương, Hải Phòng",02.253.857.141,Hải Phòng,Multibrand,PJICO
CÔNG TY CP THƯƠNG MẠI TƯỜNG KHÁNH,CÔNG TY CP THƯƠNG MẠI TƯỜNG KHÁNH,"Số 333 Nguyễn Lương Bằng, Văn Đẩu, Kiến An, Hải Phòng",0903.253.575,Hải Phòng,Multibrand,PJICO
CTY TNHH TM&DV SỬA CHỮA Ô TÔ NGỌC THẮNG,CTY TNHH TM&DV SỬA CHỮA Ô TÔ NGỌC THẮNG,"Số 134 lô 26D khu đô thị ngã năm sân bay Cát Bi, Đông Khê, Ngô Quyền, Hải Phòng",0901.537.286,Hải Phòng,Multibrand,PJICO
CTY TNHH TOYOTA HẢI PHÒNG,TOYOTA HẢI PHÒNG,"Số 274 Lạch Tray, P Lạch Tray, Ngô Quyền, Hải Phòng",02.253.854.560,Hải Phòng,Toyota,PJICO
CTY CP KINH DOANH Ô TÔ HẢI PHÒNG,CTY CP KINH DOANH Ô TÔ HẢI PHÒNG,"Tổ 3 khu An Trì, Phường Hùng Vương, Hồng Bàng, Hải Phòng",02.253.668.990,Hải Phòng,Multibrand,PJICO
CTY CP Ô TÔ VIỆT PHÚ - HẢI PHÒNG,CTY CP Ô TÔ VIỆT PHÚ - HẢI PHÒNG,"Số 41/82 Vũ Chí Thắng, P Nghĩa Xá, Lê Chân, Hải Phòng",0961.159.179,Hải Phòng,Multibrand,PJICO
CTY TNHH ĐÔNG ĐỨC NHẬT,CTY TNHH ĐÔNG ĐỨC NHẬT,"Số 234 Nguyễn Hữu Cầu, Ngọc Xuyên, Đồ Sơn, Hải Phòng",02.253.272.729,Hải Phòng,Multibrand,PJICO
CTY TNHH THƯƠNG MẠI Ô TÔ HẢI PHÒNG,CTY TNHH THƯƠNG MẠI Ô TÔ HẢI PHÒNG,"189 Đường Hà Nội, SỞ Dầu, Hồng Bàng, Hải Phòng",02.253.956.655,Hải Phòng,Multibrand,PJICO
CTY TNHH TRỌNG THIỆN,CTY TNHH TRỌNG THIỆN,"Số 1248 Nguyễn Bỉnh Khiêm, Đông Hải 2, Quận Hải An, Hải Phòng",02.253.614.168,Hải Phòng,Multibrand,PJICO
CTY TNHH ĐẦU TƯ VÀ VẬN TẢI AN PHÚ,CTY TNHH ĐẦU TƯ VÀ VẬN TẢI AN PHÚ,"Số 9/1/55 tập thể Sông Đà, P Sở Dầu, Quận Hồng Bàng, Hải Phòng",02.253.540.837,Hải Phòng,Multibrand,PJICO
CTY TNHH Ô TÔ TÂN PHƯỚC,CTY TNHH Ô TÔ TÂN PHƯỚC,"Số 552 Nguyễn Văn Linh, Vĩnh Niệm, Lê Chân, Hải Phòng",02.253.272.666,Hải Phòng,Multibrand,PJICO
CTY TNHH TOYOTA NANKAI HẢI PHÒNG,TOYOTA NANKAI HẢI PHÒNG,"Km 88 thôn Lương Quán, Xã Nam Sơn, huyện An Dương, Hải Phòng",02.258.332.020,Hải Phòng,Toyota,PJICO
CTY TNHH TM DV TUẤN THAI'S,CTY TNHH TM DV TUẤN THAI'S,"Số 851 Nguyễn Văn Linh, Vĩnh Niệm, Lê Chân, Hải Phòng",02.253.272.129,Hải Phòng,Multibrand,PJICO
CTY TNHH TM& DV AMG HẢI PHÒNG,CTY TNHH TM& DV AMG HẢI PHÒNG,"Thửa số 138, TDP Phú Hải, Anh Dũng, Dương Kinh, Hải Phòng",02.258.831.677,Hải Phòng,Multibrand,PJICO
CTY TNHH HẢI TUẤN,CTY TNHH HẢI TUẤN,"Số 01 Hoàng Diệu, Hồng Bàng, Hải Phòng",02.253.686.125,Hải Phòng,Multibrand,PJICO
CTY CP VIETTRUCK,CTY CP VIETTRUCK,"Số 6/16/591 Thiên Lôi, Vĩnh Niệm, Lê Chân, Hải Phòng",02.253.567.698,Hải Phòng,Multibrand,PJICO
CN CTY CP TRUYỀN THÔNG VÀ DỮ LIỆU TT AN DU TẠI HP,CN CTY CP TRUYỀN THÔNG VÀ DỮ LIỆU TT AN DU TẠI HP,"Số 12 Đường Hà Nội, P Quán Toan, Q Hồng Bàng, TP Hải Phòng",02.253.282.288,Hải Phòng,Multibrand,PJICO
CTY TNHH Ô TÔ CƯỜNG NGUYỄN,CTY TNHH Ô TÔ CƯỜNG NGUYỄN,"Số 31A-294 Hai Bà Trưng, P Cát Dài, Q. Lê Chân, TP Hải Phòng",0974.824.689,Hải Phòng,Multibrand,PJICO
CTY TNHH MTV HẢI ANH PHONG,CTY TNHH MTV HẢI ANH PHONG,"Số 16A ngõ 73 đường Lê Lai, P Máy Chai, Q. Ngô Quyền, TP Hải Phòng",02.253.768.523,Hải Phòng,Multibrand,PJICO
CTY CP KINH DOANH DV Ô TÔ HÙNG THỦY,CTY CP KINH DOANH DV Ô TÔ HÙNG THỦY,"Hoàng Mai, Đồng Thái, An Dương, Hải Phòng",02.252.610.536,Hải Phòng,Multibrand,PJICO
CTY TNHH QUỐC THỊNH PHÁT,CTY TNHH QUỐC THỊNH PHÁT,"Số 104 Nguyễn Bỉnh Khiêm, Phường Đông Hải 1, Q. Hải An, Hải Phòng",02.253.260.216,Hải Phòng,Multibrand,PJICO
CTY TNHH Ô TÔ HUY HOÀNG,CTY TNHH Ô TÔ HUY HOÀNG,"Số 03 Đường Hà Nội, Sở Dầu, Hồng Bàng, Hải Phòng",02.253.528.889,Hải Phòng,Multibrand,PJICO
CTY TNHH THƯƠNG MẠI VÀ SỬA CHỮA Ô TÔ NHẬT QUANG,CTY TNHH THƯƠNG MẠI VÀ SỬA CHỮA Ô TÔ NHẬT QUANG,"Số 9 khu b5 Lô 7 Đường Lê Hồng Phong, Đông Khê, Ngô Quyền, Hải Phòng",02.253.742.699,Hải Phòng,Multibrand,PJICO
CTY CP PHỤ TÙNG VÀ TƯ VẤN Ô TÔ,CTY CP PHỤ TÙNG VÀ TƯ VẤN Ô TÔ,"434 Trần Khát Chân, P Phố Huế, Quận Hai Bà Trưng, Hà Nội",02.439.727.272,Hải Phòng,Multibrand,PJICO
CTY TNHH TM VÀ DỊCH VỤ DUY LUẬN,CTY TNHH TM VÀ DỊCH VỤ DUY LUẬN,"Xóm 6 Xã Hòa Bình, Huyện Thủy Nguyên, TP Hải Phòng",02.253.972.783,Hải Phòng,Multibrand,PJICO
CTY TNHH ĐẠI THANH,CTY TNHH ĐẠI THANH,"14/45A/136 Ngô Quyền, P Máy Chai, Quận Ngô Quyền, TP Hải Phòng",02.253.759.167,Hải Phòng,Multibrand,PJICO
CTY TNHH DV SỬA CHỮA Ô TÔ MINH HẢI,CTY TNHH DV SỬA CHỮA Ô TÔ MINH HẢI,"Số 341 Đà Nẵng, P Vạn Mỹ, Q. Ngô Quyền, Hải Phòng",0989.564.146,Hải Phòng,Multibrand,PJICO
DOANH NGHIỆP TƯ NHÂN MINH HẢI,DOANH NGHIỆP TƯ NHÂN MINH HẢI,"Số 337 Hùng Vương, Quận Hồng Bàng, TP Hải Phòng",02.253.540.888,Hải Phòng,Multibrand,PJICO
CTY TNHH THƯƠNG MẠI DỊCH VỤ Ô TÔ KHÁNH MINH,CTY TNHH THƯƠNG MẠI DỊCH VỤ Ô TÔ KHÁNH MINH,"Số 261 Quán Rẽ, Xã Mỹ Đức, huyện An Lão, TP Hải Phòng",02.253.677.099,Hải Phòng,Multibrand,PJICO
CTY TNHH DV THƯƠNG MẠI THỦY HÙNG,CTY TNHH DV THƯƠNG MẠI THỦY HÙNG,"168 Nguyễn Bỉnh Khiêm, P Đằng Giang, Q. Ngô Quyền, TP Hải Phòng",02.253.976.976,Hải Phòng,Multibrand,PJICO
CTY CỔ PHẦN Ô TÔ HỒNG ĐỨC,CTY CỔ PHẦN Ô TÔ HỒNG ĐỨC,"363 Nguyễn Văn Linh, P Kênh Dương, Q. Lê Chân, Hải Phòng",02.253.795.957,Hải Phòng,Multibrand,PJICO
CTY TNHH Ô TÔ ÂU LẠC,CTY TNHH Ô TÔ ÂU LẠC,"Số 1248 Nguyễn Bỉnh Khiêm, Đông Hải 2, Quận Hải An, Hải Phòng",02.253.614.168,Hải Phòng,Multibrand,PJICO
CTY CP THƯƠNG MẠI BẢO MINH,CTY CP THƯƠNG MẠI BẢO MINH,"Số 8 Chùa Đồng Thiện, P Vĩnh Niệm, Lê Chân, Hải Phòng",02.253.518.589,Hải Phòng,Multibrand,PJICO
CÔNG TY TNHH DỊCH VỤ - KỸ THUẬT Ô TÔ LẠNG SƠN,CÔNG TY TNHH DỊCH VỤ - KỸ THUẬT Ô TÔ LẠNG SƠN,"Đại Sơn, Hợp Thành, Cao Lộc, Lạng Sơn",02053813886-0982772202,Lạng Sơn,Multibrand,PJICO
CÔNG TY TNHH MTV TRƯỜNG PHÚ,CÔNG TY TNHH MTV TRƯỜNG PHÚ,"Khu đô thị phía Đông TP Lạng Sơn, Quốc lộ 1A, P. Đông Kinh, TP Lạng Sơn",02053776991- 0938807287,Lạng Sơn,Multibrand,PJICO
CÔNG TY TNHH MTV ĐỨC THẮNG LẠNG SƠN,CÔNG TY TNHH MTV ĐỨC THẮNG LẠNG SƠN,"Số 34 đường Bà Triệu, P. Hoàng Văn Thụ, TP Lạng Sơn, tỉnh Lạng Sơn",919996083,Lạng Sơn,Multibrand,PJICO
CÔNG TY CỔ PHẦN IT TOÀN CẦU,CÔNG TY CỔ PHẦN IT TOÀN CẦU,"S Ố 198b Đường Bến Bắc, P. Tam Thanh, TP Lạng Sơn",911676666,Lạng Sơn,Multibrand,PJICO
Công ty CP KINH DOANH VÀ DV TOYOTA BẮC GIANG,TOYOTA BẮC GIANG,"Thôn Riễu, xã Dĩnh trì, TP Bắc Giang",2046338888,Bắc Giang,Toyota,PJICO
CTY TNHH TRƯỜNG HẢI ĐÀO DƯƠNG,CTY TNHH TRƯỜNG HẢI ĐÀO DƯƠNG,"Khu Công Nghiệp Dĩnh Trì, xã Dĩnh Trì, TP Bắc Giang",2403829826,Bắc Giang,Multibrand,PJICO
CTY CP ô tô Trường hải - CN Bắc Giang,CTY CP ô tô Trường hải - CN Bắc Giang,"Cụm Công Nghiệp Dĩnh Kế, P.Dĩnh Kế, TP Bắc Giang",2043992332,Bắc Giang,Multibrand,PJICO
CTY TNHH HAN NAM BẮC GIANG,CTY TNHH HAN NAM BẮC GIANG,"TDP Giáp sau, P.Dĩnh Kế, TP Bắc Giang",2043551166,Bắc Giang,Multibrand,PJICO
CTY TNHH THƯƠNG MẠI TRƯỜNG LONG,CTY TNHH THƯƠNG MẠI TRƯỜNG LONG,"Khu Mai Rùa, thôn Mỹ Cầu, xã Tân Mỹ, TP Bắc Giang",2043528999,Bắc Giang,Multibrand,PJICO
CTY TNHH HIỀN TỪ,CTY TNHH HIỀN TỪ,"Số 1031 Khu D, cụm công nghiệp Dĩnh Kế. P. Dĩnh Kế, TP Bắc Giang",2043559094,Bắc Giang,Multibrand,PJICO
CTY TNHH SỬA CHỮA Ô TÔ TM ĐÔ THÀNH,CTY TNHH SỬA CHỮA Ô TÔ TM ĐÔ THÀNH,"Số 716-đ.Lê Lợi, P. Hoàng Văn Thụ, TP. Bắc Giang",2043857018,Bắc Giang,Multibrand,PJICO
CTY TNHH MTV THÂN HOÀNG,CTY TNHH MTV THÂN HOÀNG,"Cụm công nghiệp Dĩnh Kế. P. Dĩnh Kế, TP Bắc Giang",979710386,Bắc Giang,Multibrand,PJICO
Công ty TNHH Toyota Thái nguyên,Toyota Thái nguyên,Đường cách mạng tháng tám tổ 2 phường gia sàng thành phố thái nguyên,02.083.737.577,Thái Nguyên,Toyota,PJICO
Cty cổ phần ô tô hyundai thái nguyên,hyundai thái nguyên,đường Bắc sơn tổ 23 phường hoàng văn thụ tp thái nguyên,02.083.757.557,Thái Nguyên,Hyundai,PJICO
CTY TNHH Minh Đạo Phát,CTY TNHH Minh Đạo Phát,Đường cách mạng tháng tám tổ 2 phường gia sàng thành phố thái nguyên,02.083.737.577,Thái Nguyên,Multibrand,PJICO
Cty TNHH Vân Đạo,Cty TNHH Vân Đạo,SN 937 đg Dương Tự Minh Phường Hoàng Văn Thu TP Thái Nguyên,02.083.757.567,Thái Nguyên,Multibrand,PJICO
CN Thái nguyên- Cty Cổ phần Ô tô Trường Hải,CN Thái nguyên- Cty Cổ phần Ô tô Trường Hải,Đg Phan Đình Phùng Tổ 8 PhườngĐồng quang TP Thái Nguyên,02.083.757.111,Thái Nguyên,Multibrand,PJICO
DNTN Ngô Lành,DNTN Ngô Lành,Tổ 5 phường Tân Lập TP Thái Nguyên,0912 531 175,Thái Nguyên,Multibrand,PJICO
Cty TNHH Thái Nguyên Trường Hải,Cty TNHH Thái Nguyên Trường Hải,"KCN Nguyên gom , phường Cải Đan TP Sông Công Thái Nguyên",02.083.662.929,Thái Nguyên,Multibrand,PJICO
Doanh Nghiệp Tư Nhân Đức Tuấn,Doanh Nghiệp Tư Nhân Đức Tuấn,"Tổ 3, Khu 10, Bãi Cháy, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Gara ô tô Tiến Đạt,Gara ô tô Tiến Đạt,Hà Khánh - Hạ Long - Quảng Ninh,03.213.552.586,Quảng Ninh,Multibrand,PJICO
Công ty TNHH Phương Đông Cao Xanh,Công ty TNHH Phương Đông Cao Xanh,Cao Xanh - Hạ Long - Quảng Ninh,,Quảng Ninh,Multibrand,PJICO
DNTN Gara ô tô Nhật Phong,DNTN Gara ô tô Nhật Phong,Yết Kiêu - Hạ Long - Quảng Ninh,,Quảng Ninh,Multibrand,PJICO
Công ty TNHH MTV Toyota Quảng Ninh,Toyota Quảng Ninh,"Hà Khẩu, Hạ Long, Quảng Ninh",333815851,Quảng Ninh,Toyota,PJICO
Công ty TNHH Toyota Quảng Ninh - Cẩm Phả,Toyota Quảng Ninh - Cẩm Phả,Cẩm Bình - Cẩm Phả - Quảng Ninh,2033950999,Quảng Ninh,Toyota,PJICO
Công ty TNHH MTV TM Phương Hà,Công ty TNHH MTV TM Phương Hà,"Bãi Cháy, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Cửa hàng sửa chữa ô tô Tiến Đạt,Cửa hàng sửa chữa ô tô Tiến Đạt,"Giếng Đáy, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Công ty TNHH TM và DV SX Duy Khoa,Công ty TNHH TM và DV SX Duy Khoa,"Hà Khẩu, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Công ty TNHH MTV My Phương,Công ty TNHH MTV My Phương,"Bãi Cháy, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Chi nhánh Quảng Ninh - Công ty CP ô tô Trường Hải,Chi nhánh Quảng Ninh - Công ty CP ô tô Trường Hải,"Hà Khẩu, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Công ty CP Vân Đồn Đ&T,Công ty CP Vân Đồn Đ&T,"Hồng Hải, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Công ty TNHH 1TV ô tô Ngọc Ánh,Công ty TNHH 1TV ô tô Ngọc Ánh,"Hà Trung, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Công ty TNHH HTC 6688,Công ty TNHH HTC 6688,"Hồng Hà, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Phạm Thị Chiên,Phạm Thị Chiên,"Hồng Hải, Hạ Long, Quảng Ninh",,Quảng Ninh,Multibrand,PJICO
Đào Thị Mến,Đào Thị Mến,Cao Xanh - Hạ Long - Quảng Ninh,,Quảng Ninh,Multibrand,PJICO
Trần Quang Hoài,Trần Quang Hoài,Cao Xanh - Hạ Long - Quảng Ninh,,Quảng Ninh,Multibrand,PJICO
Xưởng sửa chữa ô tô Hà Thuyên,Xưởng sửa chữa ô tô Hà Thuyên,Hà Khánh - Hạ Long - Quảng Ninh,03.213.552.586,Quảng Ninh,Multibrand,PJICO
CÔNG TY TNHH TOYOTA HẢI PHÒNG,TOYOTA HẢI PHÒNG,"Số 274 Lạch Tray, Ngô Quyền, Hải Phòng",02.253.854.560,Hải Phòng,Toyota,PJICO
CÔNG TY TNHH TOYOTA NAKAI HẢI PHÒNG,TOYOTA NAKAI HẢI PHÒNG,"Thôn Lương Quán, Xã Nam Sơn, Huyện An Dương, TP. Hải Phòng",2383515888,Hải Phòng,Toyota,PJICO
CÔNG TY TNHH MAI ANH,CÔNG TY TNHH MAI ANH,"Nguyễn Văn Linh, Lê Chân, Hải Phòng",02.253.518.618,Hải Phòng,Multibrand,PJICO
CHI NHÁNH HẢI PHÒNG - CÔNG TY CP Ô TÔ TRƯỜNG HẢI,CHI NHÁNH HẢI PHÒNG - CÔNG TY CP Ô TÔ TRƯỜNG HẢI,"Số 336 Sở Dầu, Hồng Bàng, Hải Phòng",902041789,Hải Phòng,Multibrand,PJICO
CTY TNHH Ô TÔ Huy Hoàng,CTY TNHH Ô TÔ Huy Hoàng,"Tô Hiệu, Lê Chân, Hải Phòng",913357926,Hải Phòng,Multibrand,PJICO
CTY TNHH Dịch Vụ Thương Mải Thủy Hùng,CTY TNHH Dịch Vụ Thương Mải Thủy Hùng,"ố 168 Nguyễn Bỉnh Khiêm, Phường Đằng Giang, Quận Ngô Quyền, Hải Phòng",02.253.823.438,Hải Phòng,Multibrand,PJICO
CTY CP Công Nghiệp ôtô Thành Công,CTY CP Công Nghiệp ôtô Thành Công,"Số 742 Nguyễn Văn Linh, Phường Niệm Nghĩa, Quận Lê Chân, Hải Phòng",02.253.870.137,Hải Phòng,Multibrand,PJICO
CÔNG TY CỔ PHẦN KINH DOANH Ô TÔ HẢI PHÒNG,CÔNG TY CỔ PHẦN KINH DOANH Ô TÔ HẢI PHÒNG,"Hùng Vương, Hồng Bàng, Hải Phòng",02.253.668.991,Hải Phòng,Multibrand,PJICO
CTY TNHH Thương Mại Và Đầu Tư Hòa An,CTY TNHH Thương Mại Và Đầu Tư Hòa An,"Lê Hồng Phong, Ngô Quyền, Hải Phòng",02.253.246.666,Hải Phòng,Multibrand,PJICO
CTY TNHH TM & VT Hà Tới,CTY TNHH TM & VT Hà Tới,"Xã Hồng Thái, An Dương, Hải Phòng",02.253.293.158,Hải Phòng,Multibrand,PJICO
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ VIỆT HÙNG,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ VIỆT HÙNG,Số 399 Đại lộ Tôn Đức Thắng - Xã An Đồng - Huyện An Dương - thành phố Hải Phòng,02.253.571.124,Hải Phòng,Multibrand,PJICO
Công ty cổ phần kinh doanh dịch vụ ô tô Hùng Thuỷ,Công ty cổ phần kinh doanh dịch vụ ô tô Hùng Thuỷ,"706 Nguyễn Văn Linh - Phường Niệm Nghĩa, Lê Chân, Hải Phòng",02.253.795.182,Hải Phòng,Multibrand,PJICO
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ AMG HẢI PHÒNG,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ AMG HẢI PHÒNG,"Thửa số 138, Tổ dân phố Phú Hải, Phường Anh Dũng, Quận Dương Kinh, TP Hải Phòng",987697712,Hải Phòng,Multibrand,PJICO
Công ty TNHH ĐT TM Tùng Nam,Công ty TNHH ĐT TM Tùng Nam,"Ngô Quyền, Hải Phòng",2253759167,Hải Phòng,Multibrand,PJICO
Công ty TNHH ô tô HÀ Cường,Công ty TNHH ô tô HÀ Cường,"Thôn Trà Phương (tại nhà ông Đào Văn Thuyến), Xã Thuỵ Hương, Huyện Kiến Thuỵ, Thành phố Hải Phòng",2253759167,Hải Phòng,Multibrand,PJICO
CTY CP Công Nghệ Long Hải,CTY CP Công Nghệ Long Hải,"Kiến An, Hải Phòng",02.253.804.181,Hải Phòng,Multibrand,PJICO
Công ty TNHH Đại Thanh,Công ty TNHH Đại Thanh,"Máy Chai, Ngô Quyền, Hải Phòng",2253759167,Hải Phòng,Multibrand,PJICO
CTY CP Dich Vụ Ô Tô Trường Sơn,CTY CP Dich Vụ Ô Tô Trường Sơn,"Thôn Đâu Kiên, Xã Quôc Tuấn, An Lão, Hải Phòng",902611139,Hải Phòng,Multibrand,PJICO
GARA Ô TÔ ANH TUẤN,GARA Ô TÔ ANH TUẤN,"Đường Hàm Nghi, TP Hà Tĩnh",912684119,Hà Tĩnh,Multibrand,PJICO
CÔNG TY TNHH TM VÀ DV KỸ THUẬT VINTECH,CÔNG TY TNHH TM VÀ DV KỸ THUẬT VINTECH,"Đường Lê Duẫn, TP Hà Tĩnh",2392246666,Hà Tĩnh,Multibrand,PJICO
CÔNG TY CP XL VÀ TM Ô TÔ HOÀNG HÀ,CÔNG TY CP XL VÀ TM Ô TÔ HOÀNG HÀ,"Số 427, Trần Phú, TP Hà Tĩnh",2393797779,Hà Tĩnh,Multibrand,PJICO
CTY CP KIM LIÊN HÀ TĨNH,CTY CP KIM LIÊN HÀ TĨNH,"Đường Trần Phú,TP Hà Tĩnh",2393638555,Hà Tĩnh,Multibrand,PJICO
CÔNG TY CỔ PHẦN Ô TÔ QUỐC TẾ DŨNG LẠC,CÔNG TY CỔ PHẦN Ô TÔ QUỐC TẾ DŨNG LẠC,"Thôn Gia Ngãi, xã Thạch Long, Thạch Hà, Hà Tĩnh",2393662888,Hà Tĩnh,Multibrand,PJICO
CÔNG TY CỔ PHẦN TM VÀ DV DŨNG LẠC,CÔNG TY CỔ PHẦN TM VÀ DV DŨNG LẠC,"Thôn Gia Ngãi, xã Thạch Long, Thạch Hà, Hà Tĩnh",2393662888,Hà Tĩnh,Multibrand,PJICO
CÔNG TY CP TM BT KIM NGÂN (NISSAN HÀ TĨNH),NISSAN HÀ TĨNH,"24-26, Phan Đình Phùng, TP Hà Tĩnh",2393608888,Hà Tĩnh,Nissan,PJICO
